timestamp,metric,unit,region,value
2025-12-02T18:00:00+10:00,curtailment_solar_utility_energy,MWh,curtailment_solar_utility_energy_NSW1,0.0014
2025-12-02T19:00:00+10:00,curtailment_solar_utility_energy,MWh,curtailment_solar_utility_energy_NSW1,0.0
2025-12-02T20:00:00+10:00,curtailment_solar_utility_energy,MWh,curtailment_solar_utility_energy_NSW1,0.0
2025-12-02T21:00:00+10:00,curtailment_solar_utility_energy,MWh,curtailment_solar_utility_energy_NSW1,0.0
2025-12-02T22:00:00+10:00,curtailment_solar_utility_energy,MWh,curtailment_solar_utility_energy_NSW1,0.0
2025-12-02T23:00:00+10:00,curtailment_solar_utility_energy,MWh,curtailment_solar_utility_energy_NSW1,0.0
2025-12-03T00:00:00+10:00,curtailment_solar_utility_energy,MWh,curtailment_solar_utility_energy_NSW1,0.0
2025-12-03T01:00:00+10:00,curtailment_solar_utility_energy,MWh,curtailment_solar_utility_energy_NSW1,0.0
2025-12-03T02:00:00+10:00,curtailment_solar_utility_energy,MWh,curtailment_solar_utility_energy_NSW1,0.0
2025-12-03T03:00:00+10:00,curtailment_solar_utility_energy,MWh,curtailment_solar_utility_energy_NSW1,0.0
2025-12-03T04:00:00+10:00,curtailment_solar_utility_energy,MWh,curtailment_solar_utility_energy_NSW1,0.0
2025-12-03T05:00:00+10:00,curtailment_solar_utility_energy,MWh,curtailment_solar_utility_energy_NSW1,0.0002
2025-12-03T06:00:00+10:00,curtailment_solar_utility_energy,MWh,curtailment_solar_utility_energy_NSW1,0.2914
2025-12-03T07:00:00+10:00,curtailment_solar_utility_energy,MWh,curtailment_solar_utility_energy_NSW1,0.9669
2025-12-03T08:00:00+10:00,curtailment_solar_utility_energy,MWh,curtailment_solar_utility_energy_NSW1,1.5987
2025-12-03T09:00:00+10:00,curtailment_solar_utility_energy,MWh,curtailment_solar_utility_energy_NSW1,2.4263
